Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
298.0,308.6,1610,33.1,56
298.0,308.2,1357,48.2,7
301.6,310.9,1559,40.2,191
303.9,312.9,1430,53.5,189
296.8,307.6,1368,52.0,140
300.3,309.4,1470,33.5,148
298.1,309.0,1438,41.4,60
301.7,311.0,1546,43.0,23
300.7,310.7,1333,61.0,177
298.8,309.5,1374,48.1,159
302.4,311.2,1466,43.9,152
299.8,309.1,1456,39.4,209
298.3,308.8,1391,50.4,13
301.3,310.3,1560,36.3,129
300.7,310.6,1520,45.9,146
298.7,309.6,1364,44.9,106
300.1,309.2,1599,30.1,216
298.2,307.8,1583,36.6,185
303.8,312.7,1838,27.8,181
297.9,307.8,1451,38.2,80
303.6,312.4,1460,53.7,214
300.6,310.0,1505,35.9,95
300.5,310.2,1764,25.9,27
298.6,310.0,1522,40.3,32
300.8,310.7,1358,48.1,198
297.4,308.8,1324,53.5,169
300.5,312.0,1867,23.0,103
300.4,311.7,1515,47.4,170
298.5,309.5,1483,44.8,92
301.3,310.3,1555,41.2,131
297.5,308.9,1427,44.7,135
302.1,310.5,1389,49.6,169
300.4,311.8,1636,32.3,7
297.4,308.8,1628,37.4,144
296.8,307.6,1338,44.4,128
300.5,310.4,1761,26.5,12
299.5,309.4,1602,31.5,193
300.7,311.7,1499,38.9,3
304.1,313.2,1434,50.1,43
298.2,308.4,1388,53.8,137
298.8,309.2,1425,53.9,135
301.4,310.5,1432,54.3,81
295.8,306.5,1534,37.9,88
300.1,311.4,1342,48.5,203
302.3,311.0,1657,31.1,3
297.8,307.5,1405,46.9,113
299.4,309.0,1607,33.7,130
300.7,311.2,1399,47.9,80
297.3,308.2,1452,38.2,44
298.2,309.0,1341,43.8,171
301.3,310.6,1605,32.5,59
301.7,311.1,1506,39.5,158
300.2,310.4,1202,61.7,74
297.6,308.4,1398,48.9,63
297.5,308.5,1699,30.1,40
302.8,311.0,1564,38.5,85
298.8,308.6,1449,49.4,150
301.0,312.0,1447,36.8,31
301.2,310.3,1548,38.6,59
299.3,308.6,1437,48.1,67
302.6,311.9,1598,35.5,69
298.5,309.5,1738,25.2,49
297.3,308.3,1301,39.6,5
300.6,310.7,1566,38.2,187
304.0,313.2,1481,42.6,213
297.5,308.4,1369,54.8,145
302.2,310.8,1350,56.6,76
300.0,309.5,1879,22.4,79
300.3,311.7,1406,47.5,14
302.2,310.9,1506,34.0,49
298.1,308.9,1313,50.6,108
302.2,311.4,1449,46.5,60
297.9,309.0,1290,49.8,43
300.4,310.8,1396,49.3,142
297.4,308.0,1355,55.1,63
299.3,308.7,1408,44.4,82
298.2,308.1,1532,42.5,154
298.7,310.3,1481,41.5,83
302.3,310.2,1443,54.6,120
298.0,307.8,1567,36.4,109
301.5,311.1,1459,45.1,97
298.6,309.8,1637,34.6,207
299.5,309.3,1333,54.1,147
298.7,309.5,1487,33.6,183
303.6,312.8,1825,25.2,29
302.5,311.9,1401,44.9,203
300.4,310.6,1545,35.6,16
300.2,311.6,1322,50.9,215
299.1,308.6,1260,57.8,152
296.8,307.8,1480,39.4,122
297.2,307.9,1456,44.9,85
300.0,311.3,1629,32.1,55
296.7,307.8,1382,47.5,37
298.8,308.6,1680,29.4,95
301.4,310.7,1425,45.1,7
300.0,311.4,1374,41.9,96
296.8,307.4,1455,49.9,102
300.0,309.6,1738,28.7,51
298.3,309.0,1470,38.4,10
297.9,307.6,1505,40.1,166
298.6,309.4,1362,45.3,56
302.7,310.4,1305,55.2,20
297.5,309.4,1517,36.7,233
302.6,310.4,1638,36.2,84
300.9,310.9,1636,35.3,153
299.3,308.5,1305,60.6,44
300.2,310.1,1550,38.7,45
300.3,311.4,1371,50.2,109
300.1,310.3,1350,48.8,50
303.6,312.6,1502,39.5,103
297.5,308.2,1610,33.6,115
301.9,310.9,1419,47.7,20
298.5,309.3,1498,34.6,46
302.8,312.1,1441,52.1,79
303.9,313.2,1422,48.0,215
301.3,310.4,1346,46.7,90
297.8,307.4,1355,45.8,60
302.0,311.4,1587,35.9,30
302.4,310.9,1469,39.6,86
299.0,310.2,1564,39.9,97
297.8,307.8,1563,34.3,53
299.0,310.4,1524,39.8,120
301.4,310.5,1563,39.9,83
302.4,311.8,1476,46.6,110
300.5,311.6,1577,36.5,4
301.9,310.8,1557,35.3,65
296.8,307.9,1489,33.4,123
302.1,311.5,1341,50.8,99
301.4,310.8,1782,26.5,6
301.4,310.6,1464,37.4,74
301.5,310.3,1415,41.6,28
302.3,311.0,1421,41.3,182
300.5,310.8,1445,46.6,155
302.3,311.4,1609,32.3,49
299.3,308.5,1422,43.1,186
298.1,307.9,1662,28.9,76
299.9,309.3,1471,41.8,109
299.4,309.3,1544,36.0,197
297.4,309.2,1420,45.6,193
298.1,309.4,1397,48.2,63
297.3,308.4,1531,35.6,16
300.1,310.6,1374,45.4,119
303.5,311.6,1465,48.7,60
298.4,308.9,1501,50.0,203
300.3,309.9,1518,36.4,0
301.6,309.9,1440,43.4,100
298.1,308.1,1410,45.8,71
297.1,308.1,1633,33.3,192
298.7,309.9,1651,29.5,42
303.7,313.0,1753,29.0,42
300.4,309.9,1376,43.5,74
296.8,307.9,1448,48.8,31
299.7,309.6,1419,45.1,170
301.4,310.7,1786,26.1,123
297.4,308.4,1341,52.2,49
302.2,310.6,1346,47.5,109
300.4,309.7,1367,51.2,143
299.3,308.7,1420,50.3,208
299.4,309.2,1621,34.5,48
296.9,308.1,1357,41.8,127
295.6,306.2,1263,61.8,27
300.7,309.6,1661,30.3,129
301.6,310.6,1621,33.7,137
301.3,310.3,1460,41.5,197
303.6,311.8,1736,32.9,99
296.9,307.8,1549,35.8,206
301.0,310.8,1475,35.3,19
298.9,310.1,1469,53.2,189
302.2,311.9,1596,38.0,156
298.8,310.5,1678,32.8,4
301.5,310.0,1417,44.6,49
301.1,311.7,1408,46.3,135
299.6,310.1,1531,36.8,62
299.2,308.3,1410,43.0,26
302.5,311.4,1759,24.6,124
304.0,313.1,1465,41.0,69
298.0,307.8,1453,37.7,119
299.5,309.0,1602,31.3,210
299.2,309.0,1881,23.9,137
297.5,309.3,1564,37.5,20
300.4,310.5,1500,43.0,9
299.5,309.1,1548,44.3,40
302.1,310.8,1622,36.8,45
297.3,308.7,1467,36.8,216
300.6,310.4,1556,37.7,122
299.0,308.3,1377,47.2,35
297.4,308.6,1488,36.4,71
299.7,311.0,1448,49.8,80
300.3,309.6,1600,34.6,177
301.7,310.2,1311,57.4,40
302.7,310.8,1275,55.0,25
303.1,311.4,1831,23.3,161
302.2,311.4,1432,45.3,33
298.1,308.8,1432,43.4,68
300.0,311.2,1351,44.1,206
298.9,308.9,1727,27.1,37
296.8,307.7,1565,40.1,89
298.3,309.0,1519,40.0,96
299.9,309.4,1399,54.8,3
302.1,311.4,1518,37.4,102
301.3,310.4,1504,47.2,193
298.1,308.2,1342,48.1,54
300.6,311.0,1401,54.6,94
302.3,311.0,1384,49.7,192
302.8,312.5,1462,43.4,68
301.5,310.5,1380,48.7,160
298.1,308.0,1456,42.4,59
300.9,310.9,1474,35.7,175
303.4,311.7,1353,44.1,192
301.5,310.5,1435,44.6,135
297.4,308.6,1476,42.3,107
300.6,310.8,1378,51.2,119
298.6,309.7,1635,32.2,110
298.6,309.9,1556,38.6,36
298.0,309.0,1679,32.4,90
297.1,308.2,1351,56.6,126
298.6,309.1,1487,43.2,206
296.6,307.6,1498,41.1,80
298.2,309.4,1443,45.4,187
302.3,311.7,1456,45.4,130
298.4,308.1,1367,57.8,92
300.2,311.6,1510,47.5,146
300.0,309.5,1506,38.8,87
296.3,307.2,1646,35.0,192
297.8,307.8,1396,42.5,23
301.3,310.4,1538,38.4,65
300.3,311.6,1463,41.6,102
299.2,308.9,1521,42.3,215
298.3,309.4,1568,35.8,140
300.3,311.1,1605,37.1,160
298.8,308.5,1395,44.4,33
300.4,310.1,1503,42.2,196
302.1,311.3,1758,24.4,200
299.9,310.4,1820,26.6,175
300.8,311.9,1486,45.1,30
300.6,310.0,1313,52.9,93
303.9,312.7,1602,33.9,165
301.5,310.6,1579,28.0,220
302.3,311.7,1400,41.6,136
299.0,310.1,1416,45.9,47
303.0,311.2,1383,44.6,198
298.5,308.3,1811,24.7,27
297.6,308.3,1400,44.3,43
302.8,312.4,1529,36.8,237
297.6,309.0,1487,45.4,64
298.5,308.3,1440,43.6,5
303.1,312.8,1465,44.1,109
298.2,308.9,1512,38.5,28
297.9,308.5,1305,47.2,155
303.4,311.8,1438,58.9,22
297.9,307.6,1430,52.4,178
299.3,308.8,1341,47.7,199
303.3,312.6,1463,44.0,140
300.7,310.6,1484,38.0,84
297.2,308.6,1500,37.1,161
303.3,312.6,1482,44.4,73
301.9,310.4,1708,24.8,17
298.6,309.6,1540,35.8,5
298.9,308.7,1504,41.8,165
301.8,310.5,1548,34.1,93
297.5,308.9,1390,44.6,140
304.2,313.5,1437,47.2,102
300.8,311.4,1521,39.9,15
298.8,310.0,1487,41.4,152
297.8,309.7,1394,42.9,206
300.3,311.7,1821,26.3,202
299.8,309.7,1429,42.6,127
301.9,310.8,1465,44.3,57
300.1,309.7,1481,37.9,34
297.1,307.8,1443,43.9,137
297.4,308.3,1490,42.6,164
300.7,310.3,1662,34.4,57
299.0,310.0,1569,34.3,132
299.0,308.6,1297,54.2,110
298.4,309.1,1576,38.8,167
297.4,308.8,1359,48.7,220
298.8,309.7,1751,29.6,160
303.3,312.2,1506,40.0,50
299.0,310.3,1552,39.9,114
297.2,308.1,1554,41.3,147
301.4,310.5,1451,45.3,183
302.2,310.6,1570,34.6,163
298.6,308.4,1778,28.2,161
302.1,310.6,1439,40.0,7
301.6,310.8,1664,32.0,58
297.0,308.3,1492,48.1,137
301.3,310.8,1509,40.1,25
299.4,310.8,1424,47.7,109
304.2,313.4,1475,40.2,98
298.4,308.6,1491,42.0,120
299.7,309.2,1468,49.6,132
298.0,308.2,1514,37.9,9
299.6,309.2,1450,43.1,160
302.4,310.7,1362,54.8,155
299.3,308.7,1289,51.5,185
297.7,308.2,1526,40.1,165
298.9,309.8,1392,43.1,218
304.3,313.5,1590,29.8,17
303.5,312.3,1681,29.8,25
298.2,308.3,1522,49.1,22
298.7,309.5,1453,40.4,108
299.2,308.9,1368,47.2,175
297.0,307.7,1447,46.4,8
299.0,310.1,1487,47.5,123
297.7,308.7,1479,45.7,93
301.6,310.8,1564,34.1,150
300.2,311.4,1425,44.2,84
301.0,310.7,1300,57.2,174
299.3,308.8,1442,49.0,165
300.0,309.6,1618,28.7,53
300.5,309.8,1428,43.8,119
296.9,307.8,1466,45.7,153
300.5,310.3,1683,31.5,8
298.6,309.8,1279,55.9,152
302.4,311.8,1557,31.5,49
299.8,309.4,1633,27.5,29
303.9,313.2,1481,44.1,197
302.9,312.6,1328,59.9,24
302.1,311.4,1419,36.2,47
300.9,310.8,1482,37.0,5
299.3,308.5,1510,45.4,72
302.7,312.0,1538,36.7,74
298.1,307.7,1419,47.4,142
298.3,309.0,1505,41.3,93
297.9,307.9,1540,39.8,38
301.1,310.7,1367,43.4,111
301.4,310.5,1633,39.5,0
298.0,307.6,1450,48.7,138
298.1,307.9,1303,53.9,52
302.2,311.1,1476,39.6,96
300.1,309.4,1568,39.7,42
301.6,310.7,1494,39.5,24
302.7,312.1,1478,36.0,191
297.3,308.4,1417,47.8,31
296.2,306.9,1526,34.9,140
301.0,311.3,1597,39.2,66
300.1,310.1,1650,31.6,19
300.1,311.5,1471,47.2,201
299.4,309.3,1366,48.4,116
298.1,308.2,1654,32.1,25
297.4,308.9,1500,46.3,137
300.3,311.7,1432,47.7,61
298.5,308.2,1451,47.5,18
300.3,311.6,1709,29.5,27
300.7,311.9,1485,38.8,9
300.9,310.4,1457,43.8,69
298.6,310.2,1328,50.5,12
296.8,307.6,1398,46.7,144
301.9,311.2,1657,29.1,23
299.6,310.9,1853,26.3,166
297.0,307.9,1635,31.6,147
301.7,311.1,1618,36.7,115
297.8,307.8,1597,38.2,11
301.9,311.0,1541,38.9,193
303.7,312.6,1466,42.5,183
300.6,310.2,1622,34.1,3
298.9,309.3,1375,42.7,58
301.9,310.9,1486,40.3,6
298.1,307.8,1379,49.1,135
298.8,308.6,1571,33.7,61
298.0,308.6,1254,55.8,65
298.6,310.0,1334,48.0,42
298.8,308.9,1461,47.9,206
300.9,311.0,1556,38.8,127
298.0,309.6,1403,51.3,122
300.8,311.4,1453,44.6,38
299.3,308.7,1579,36.3,211
298.1,308.0,1686,29.3,35
303.8,313.0,1633,32.9,207
300.5,309.8,1441,48.8,200
302.5,310.4,1422,41.9,156
299.2,308.3,1582,45.5,107
298.6,309.5,1547,44.8,36
301.8,310.2,1437,42.3,0
298.1,310.0,1534,33.7,47
301.4,310.8,1530,39.9,107
297.7,308.9,1531,48.3,84
300.7,309.5,1667,30.5,29
302.3,311.7,1640,31.5,199
301.0,312.2,1489,40.3,117
304.4,313.7,1607,33.5,5
297.6,308.4,1353,57.5,88
298.2,308.4,1678,34.6,81
303.0,311.2,1641,32.6,63
299.0,310.1,1705,30.1,84
298.9,310.1,1473,42.6,164
299.1,310.1,1367,45.6,44
299.0,310.3,1431,39.9,157
299.7,310.3,1505,37.7,4
298.8,309.3,1618,35.1,173
302.7,312.2,1376,52.8,164
301.0,310.9,1359,53.4,180
302.1,311.5,1533,39.4,26
297.9,307.4,1606,35.5,14
302.2,310.7,1413,48.9,114
300.4,309.5,1547,50.7,131
303.0,312.4,1526,36.1,142
300.2,311.6,1540,37.7,71
302.1,311.2,1598,37.9,148
298.8,309.0,1497,43.8,147
300.3,309.5,1438,44.0,59
299.2,308.5,1867,27.0,138
301.3,310.6,1481,40.9,57
299.2,308.4,1415,43.5,53
298.9,309.6,1434,43.8,180
301.5,310.9,1400,50.8,2
300.2,309.4,1527,37.0,194
299.5,310.7,1424,41.3,101
300.2,310.1,1485,40.5,188
299.3,309.3,1471,46.0,42
301.5,310.4,1593,36.8,50
297.6,308.6,1528,40.0,123
298.2,308.4,1477,49.9,72
299.6,309.4,1283,62.1,83
300.7,309.6,1536,37.2,19
298.2,307.8,1528,31.1,194
297.3,308.4,1339,52.1,36
302.0,310.8,1445,49.1,2
298.1,307.6,1488,39.4,157
295.5,305.9,1593,37.2,197
299.7,311.2,1560,43.9,126
298.0,308.4,1472,42.0,15
299.1,310.4,1505,46.1,176
302.1,311.5,1477,45.4,111
297.7,307.2,1372,52.8,33
299.3,309.1,1376,46.7,49
300.1,309.0,1404,54.8,29
303.8,313.0,1365,59.9,205
295.9,306.6,1557,41.1,113
298.2,309.0,1694,28.0,5
299.7,309.2,1302,55.5,87
297.5,308.5,1401,50.5,6
302.5,312.0,1591,29.4,192
300.6,311.9,1425,44.9,224
297.8,309.0,1434,43.3,96
301.1,310.5,1532,37.5,119
297.9,307.4,1403,52.8,0
297.6,309.0,1528,33.8,22
301.0,310.7,1497,37.6,116
300.8,310.6,1666,36.2,144
303.8,312.9,1367,49.9,192
298.6,309.7,1627,33.4,99
301.1,311.3,1389,53.3,8
300.4,309.7,1488,42.2,133
300.1,310.5,1532,36.0,109
298.2,309.0,1601,35.8,43
299.2,308.5,1381,60.6,59
297.5,308.9,1443,43.5,0
299.9,310.9,1292,51.1,173
298.8,309.8,1557,37.2,139
300.8,310.4,1419,46.4,200
298.5,309.6,1462,45.1,115
298.2,307.7,1681,31.0,84
297.4,308.5,1566,31.4,76
298.9,309.1,1369,44.4,198
297.1,308.5,1515,42.1,81
302.0,310.7,1657,31.9,37
300.9,310.7,1403,40.6,207
303.4,311.5,1501,36.2,69
298.2,308.7,1426,42.6,23
302.9,312.2,1677,30.5,46
300.5,311.6,1425,42.4,102
297.5,308.9,1738,24.0,195
303.3,312.1,1693,30.0,80
300.9,311.9,1480,40.9,28
301.4,311.1,1445,41.4,144
300.3,311.4,1343,57.7,142
301.5,310.7,1416,53.2,69
297.9,308.5,1683,28.5,63
299.6,310.9,1716,28.5,117
301.3,311.4,1838,23.2,215
298.3,309.1,1430,40.9,162
298.9,310.2,1603,36.1,126
298.8,309.1,1362,45.4,113
298.0,307.7,1422,45.6,140
301.0,311.6,1448,43.9,145
301.1,311.0,1565,52.3,183
298.7,309.2,1423,48.9,187
297.4,308.5,1497,36.4,56
298.1,307.6,1498,42.9,171
301.2,310.8,1396,47.4,5
299.9,309.4,1487,42.2,198
299.2,309.0,1515,48.9,228
297.6,309.6,1592,35.8,57
302.3,311.8,1369,56.2,208
303.4,312.3,1680,30.6,67
303.0,311.2,1409,41.9,98
299.2,310.2,1609,33.2,156
299.2,310.4,1504,43.3,37
299.4,309.1,1766,24.6,158
303.4,312.8,1376,53.4,98
301.3,310.6,1378,49.4,173
302.0,310.1,1409,50.4,172
298.3,308.4,1490,41.7,170
300.7,310.9,1521,39.4,61
299.1,310.5,1532,36.6,62
297.3,308.8,1447,57.4,134
298.2,309.0,1610,31.7,155
300.7,309.8,1596,31.5,123
300.1,309.2,1457,44.3,98
302.5,312.0,1451,43.2,189
298.4,309.6,1710,27.3,163
298.0,309.2,1458,39.8,87
303.4,311.8,1499,45.0,16
297.5,308.4,1433,50.0,218
297.9,307.6,1609,30.3,64
300.8,310.1,1405,61.2,189
301.1,311.7,1816,24.5,7
297.4,308.8,1640,34.2,142
298.1,308.6,1527,40.2,16
300.8,311.1,1583,32.1,116
300.7,311.7,1524,43.5,222
300.4,310.6,1448,44.9,21
297.8,307.4,1488,36.1,57
301.2,309.9,1643,32.9,171
298.2,307.9,1847,23.6,69
298.6,309.3,1510,40.8,177
302.2,311.2,1471,41.9,166
300.2,310.1,1649,30.5,43
302.9,312.3,1889,22.8,148
303.7,312.5,1397,45.7,187
301.5,311.1,1426,52.1,121
303.6,312.7,1699,31.5,105
300.6,309.6,1423,49.1,74
301.8,310.9,1521,39.3,197
298.4,309.1,1423,48.0,135
302.2,311.3,1475,48.6,104
302.0,310.6,1325,55.3,192
297.4,309.0,1685,30.7,177
297.7,308.9,1662,28.1,19
299.6,309.5,1803,27.7,159
300.0,309.6,1629,32.3,89
297.3,308.8,1419,42.4,139
298.4,309.3,1716,28.4,66
297.3,308.9,1799,24.5,137
298.1,307.7,1537,40.8,169
295.6,306.0,1370,52.4,115
302.1,310.5,1559,36.0,124
299.9,309.6,1280,59.3,163
299.9,310.0,1447,45.9,162
301.4,310.9,1536,38.3,9
301.5,310.4,1350,54.9,153
298.3,309.0,1526,36.9,20
300.2,311.5,1515,36.8,27
297.7,309.3,1893,24.6,15
300.4,311.2,1705,28.7,20
297.4,308.6,1324,59.1,118
297.6,308.6,1491,38.1,152
304.0,313.2,1500,40.6,124
299.1,308.8,1502,46.7,197
299.0,310.1,1593,35.4,5
301.5,310.6,1447,41.9,140
297.9,307.5,1647,30.8,212
303.9,313.0,1433,48.4,178
299.2,308.8,1314,52.5,193
302.3,311.2,1386,53.5,59
300.3,311.5,1466,46.2,62
304.0,313.2,1416,46.0,128
299.3,309.1,1399,52.1,27
301.6,310.4,1330,49.5,30
299.6,310.9,1487,42.5,164
298.6,309.4,1460,43.8,138
302.3,311.0,1412,47.0,164
300.8,310.7,1483,40.8,28
298.3,307.7,1717,27.1,7
299.6,310.9,1448,46.3,196
297.4,309.0,1324,56.9,173
302.5,310.4,1488,48.4,134
298.3,307.7,1576,33.8,171
299.3,308.8,1397,45.4,191
296.8,307.6,1513,40.0,130
301.0,310.9,1510,44.5,66
303.5,312.5,1457,46.4,168
300.7,312.3,1577,33.2,100
297.3,308.7,1506,39.3,187
303.4,311.5,1817,24.7,125
297.4,308.8,1353,49.4,188
300.6,310.5,1642,29.9,100
297.7,308.9,1681,28.3,116
297.2,308.4,1677,26.4,146
300.0,309.7,1652,28.6,112
297.6,308.5,1443,38.2,85
298.9,309.8,1287,61.9,216
300.3,311.8,1418,45.9,53
297.5,308.5,1306,50.7,38
297.3,308.3,1657,31.1,8
295.7,306.2,1423,42.5,121
298.2,308.9,1408,38.8,20
297.5,308.8,1824,24.0,179
298.3,307.9,1507,41.2,149
298.8,310.6,1803,25.4,209
303.0,311.3,1466,43.0,210
300.7,310.8,1479,49.1,71
302.6,312.1,1445,42.0,181
300.4,309.2,1528,37.2,228
298.4,308.1,1279,53.1,9
300.7,311.0,1403,48.3,70
303.9,312.6,1426,53.4,172
300.8,310.8,1486,45.7,146
302.4,311.8,1648,30.0,122
299.7,309.2,1422,40.4,140
302.4,311.5,1590,39.9,58
298.3,309.4,1618,31.5,108
300.4,309.7,1314,50.2,179
303.4,311.7,1476,42.3,180
296.7,307.9,1874,21.3,130
298.4,308.2,1528,36.2,196
301.6,310.5,1397,49.4,104
302.1,310.8,1772,27.1,233
302.4,310.1,1597,28.9,179
299.8,309.2,1479,44.4,214
298.8,308.6,1486,41.9,92
298.0,308.2,1365,52.9,218
301.7,310.3,1787,26.7,33
299.8,310.4,1694,30.3,204
296.8,307.8,1551,38.9,112
301.3,310.6,1416,45.2,88
299.9,310.4,1470,50.0,148
300.8,311.3,1524,43.5,71
303.8,313.3,1406,52.1,166
302.6,311.8,1427,50.1,21
299.4,309.1,1417,47.3,59
300.7,310.1,1542,35.5,191
297.3,308.6,1584,29.4,141
298.6,309.6,1715,28.4,90
298.9,309.8,1396,49.0,13
300.6,311.6,1669,29.2,200
303.7,312.7,1335,51.1,161
301.3,310.8,1372,54.2,49
298.0,309.2,1378,49.7,94
300.4,309.7,1584,32.6,71
300.4,309.3,1525,39.6,202
300.5,310.7,1606,33.5,121
301.2,310.6,1576,39.6,109
299.7,309.1,1851,24.7,189
303.9,312.7,1485,43.3,174
303.6,311.8,1432,42.5,150
298.2,307.9,1403,45.1,193
300.7,310.3,1592,36.0,14
299.6,310.2,1512,44.0,79
300.4,310.4,1486,46.3,48
300.3,309.5,1320,62.2,142
300.6,310.1,1337,45.8,62
300.0,311.4,1483,45.6,187
301.0,310.9,1809,25.7,192
301.2,309.9,1515,40.9,21
298.2,307.8,1388,48.6,76
300.3,311.3,1506,40.7,98
300.5,311.4,1312,51.4,60
300.4,310.1,1614,33.5,191
299.2,310.7,1737,27.0,225
298.0,308.8,1496,44.9,179
298.0,308.9,1500,36.7,104
301.3,310.1,1525,37.8,199
301.9,310.3,1653,32.4,100
299.6,309.1,1476,45.3,166
297.9,309.0,1450,46.8,118
301.1,309.8,1493,38.9,149
302.6,312.0,1496,45.0,79
301.5,310.8,1350,58.5,13
295.6,306.2,1426,48.6,124
302.8,312.2,1452,50.3,60
299.7,310.6,1479,38.0,137
299.5,310.7,1438,45.7,106
297.5,308.4,1489,39.5,96
300.4,311.4,1427,50.7,122
300.4,309.5,1447,39.3,110
302.8,310.9,1708,29.8,42
297.5,308.5,1459,39.7,69
299.1,310.0,1367,56.3,203
300.4,309.9,1415,31.8,192
302.3,311.0,1541,36.6,143
300.4,309.2,1752,29.0,52
298.0,307.7,1643,32.3,200
300.8,312.0,1416,46.5,7
302.9,312.3,1530,34.9,185
301.9,311.0,1672,29.9,13
296.5,307.3,1501,42.1,162
303.5,312.8,1524,39.4,96
300.1,309.1,1533,38.0,26
298.5,308.8,1670,29.6,13
301.6,311.0,1431,42.6,158
302.3,310.9,1366,48.4,130
304.2,313.5,1546,41.4,58
301.8,310.7,1309,43.3,68
300.0,311.4,1383,49.6,101
300.5,309.9,1423,47.9,114
297.8,307.7,1505,39.7,25
302.0,310.6,1535,38.6,34
300.0,311.4,1641,34.5,155
301.4,311.0,1733,25.7,182
300.6,309.4,1471,44.1,244
300.9,310.5,1702,29.3,32
297.9,308.8,1613,31.4,57
300.2,311.6,1547,37.7,217
300.5,311.6,1476,39.1,199
299.2,308.4,1388,53.2,59
301.1,311.3,1836,22.8,31
296.5,307.4,1432,49.2,64
297.8,308.8,1548,36.9,64
301.7,310.1,1402,50.1,3
298.9,310.2,1498,50.2,160
300.1,309.3,1443,50.3,196
298.0,308.1,1440,43.7,37
298.4,308.1,1395,44.0,92
301.4,310.6,1578,33.0,181
298.0,308.7,1503,36.3,5
301.8,310.9,1346,44.6,142
298.9,308.7,1558,41.2,110
297.1,308.3,1403,54.1,179
300.4,311.2,1436,56.8,173
297.8,308.9,1282,58.1,108
299.6,309.1,1641,35.8,81
297.6,309.3,1543,34.3,8
300.7,309.6,1810,26.0,195
300.8,310.8,1689,32.9,151
303.3,312.4,1505,38.9,68
301.1,311.1,1384,42.5,185
302.6,312.1,1439,52.3,35
301.2,311.2,1558,34.1,204
298.4,309.3,1512,35.8,18
300.0,311.4,1655,29.6,30
299.4,310.9,1446,47.3,12
299.1,310.1,1429,42.9,96
302.2,311.6,1383,44.3,72
300.4,311.8,1405,47.9,58
301.3,310.3,1419,55.7,125
300.8,311.8,1323,61.1,178
297.6,309.6,1330,53.1,7
301.1,311.2,1774,29.6,186
297.9,309.8,1693,29.9,35
303.7,312.8,1366,47.3,49
303.9,313.4,1442,48.5,174
296.5,307.4,1523,40.7,85
302.8,312.4,1651,27.0,200
298.2,309.0,1353,50.3,150
300.7,310.9,1356,65.3,66
302.4,310.2,1578,31.2,139
297.4,308.4,1603,34.6,65
301.3,311.1,1834,25.4,22
300.0,309.3,1413,40.7,117
297.1,308.1,1754,30.3,206
302.3,311.0,1450,45.7,175
300.4,309.6,1319,48.1,26
301.4,310.7,1692,32.3,5
301.0,311.6,1461,40.6,154
298.0,307.7,1407,43.9,205
301.6,310.6,1321,60.8,73
297.3,308.0,1518,36.0,59
303.7,312.9,1566,32.6,9
299.2,310.2,1697,30.6,12
297.1,308.5,1483,46.9,203
301.1,312.3,1682,29.7,83
301.1,312.3,1486,34.9,122
300.3,311.8,1483,45.1,181
299.1,308.6,1499,45.1,185
298.9,308.5,1559,34.3,126
298.7,308.4,1750,25.8,72
298.8,310.3,1528,37.1,99
301.8,310.3,1666,32.7,19
301.0,310.8,1527,45.3,8
304.2,313.4,1644,31.7,23
300.3,311.4,1544,41.6,97
300.4,311.5,1596,32.5,154
301.8,309.6,1436,49.0,214
304.1,313.4,1374,56.6,115
300.8,311.2,1434,45.6,174
297.3,308.8,1554,36.1,70
298.2,308.3,1304,49.8,45
301.2,310.6,1457,50.5,114
299.8,310.4,1698,28.3,103
297.5,308.8,1530,37.8,157
300.3,309.6,1568,39.6,85
300.5,311.1,1491,42.6,11
301.4,310.7,1590,36.3,43
298.4,310.0,1559,44.2,23
298.2,308.8,1606,39.9,53
302.3,311.9,1374,52.4,154
300.4,311.4,1728,31.7,133
296.7,307.6,1540,38.6,53
300.7,311.1,1324,52.2,85
303.4,311.9,1771,31.6,202
298.9,310.5,1640,29.2,195
302.4,310.1,1577,35.8,136
304.0,313.2,1615,37.8,127
302.5,311.4,1629,31.7,225
297.4,308.5,1569,34.2,72
302.4,311.1,1565,42.8,163
298.0,308.3,1362,56.8,216
303.5,312.3,1543,33.3,71
302.2,311.6,1416,54.1,48
300.5,312.0,1382,54.1,27
298.8,308.6,1511,36.1,157
298.2,309.1,1457,49.0,77
300.7,311.2,1486,46.8,56
300.1,309.5,1353,50.9,34
298.0,308.1,1339,51.6,197
300.7,310.8,1814,21.4,59
299.2,308.2,1674,28.2,14
300.2,309.5,1436,48.8,135
298.1,307.8,1525,35.9,132
302.2,310.6,1334,53.2,159
301.8,311.2,1334,52.3,68
300.3,311.5,1528,40.9,76
304.2,313.5,1557,37.3,164
297.5,309.4,1678,34.4,148
301.4,310.8,1431,44.3,21
299.6,310.6,1633,34.2,151
299.7,311.2,1616,42.3,180
303.5,312.4,1574,32.7,175
300.5,311.6,1525,37.6,191
297.7,307.3,1365,49.2,36
300.3,309.3,1345,53.5,192
300.9,310.8,1452,43.6,185
300.3,309.6,1624,32.6,175
297.0,307.6,1513,42.4,124
300.8,310.2,1520,37.7,193
301.2,311.0,1544,39.3,217
301.4,310.7,1459,37.7,40
304.2,313.0,1442,40.9,23
